trip_id,gt_frame,alert_frame,delay
1866611775119512,21,23,2
1808471775015102,3,4,1
1867131776405754,13,16,3
1823901776450046,122,124,2
716821775035356,28,30,2
716741775357021,94,97,3
1867391776320623,19,20,1
1098641775295715,28,31,3
716821775101184,16,19,3
716821775367857,11,14,3
716681775216460,29,30,1
1661531776393114,99,100,1
