trip_id,frame_idx,es_tp,dist_vs_frame_anterior,dist_vs_memoria_conductor_vigente,prob_fisica,velocidad,empty_cabin,persistencia_nueva_identidad,vuelve_al_conductor_anterior_10f,coherencia_candidatos_nuevos
1214221784855970,25,False,1.0121,0.20112292818401922,0.8622,10.0,False,53,True,0.31391852318928265
1062851784527340,171,False,1.0404,0.7841434423883202,0.7937,24.0,False,4,True,0.7059603167153968
1250311784310000,178,False,1.0432,0.8704790327545725,0.7523,15.0,False,1,False,
1214471784142110,16,False,1.1026,1.0604525012671717,0.8484,20.0,False,1,True,
1214231782929740,117,False,1.01,0.7982669366597446,0.3269,61.0,False,1,True,
1250311784310000,22,False,1.0451,0.9005795278841273,0.3269,56.0,False,1,True,
1214371784744030,244,False,1.0245,1.0244776560874633,0.8502,20.0,False,1,True,0.7062791130304282
1211381783318290,9,False,1.0412,0.9851800273099238,0.5035,44.0,False,1,True,
1065921783997930,13,False,1.0022,0.9704651989358754,0.1996,66.0,False,33,False,0.6402056669959448
1214431783981130,163,False,1.0517,1.0517494326566412,0.7523,29.0,False,26,False,0.23266379592271333
1218881783227490,208,False,1.0335,0.9628399090047535,0.6257,35.0,False,2,True,0.09590440776453124
1065621784596590,105,False,1.081,0.9676069753955061,1.0,7.0,False,1,False,
1065681783627480,10,False,1.0404,0.7958192167673734,0.3088,54.0,False,1,True,
1052511784642450,56,False,1.0135,1.0134991706830496,1.0,26.0,False,11,False,0.33715597586375284
1214371784607680,7,False,1.0363,1.0097402604875925,0.2856,66.0,False,4,True,0.5022922402108708
1218881784528490,70,False,1.0218,0.823455997123973,0.6386,26.0,False,1,True,
1214331784652140,271,False,1.0006,0.9071618592406813,0.1176,72.27999877929688,False,88,False,0.20733243475513397
1213981783610220,29,False,1.0133,1.0133106637587788,0.8257,7.0,False,30,False,0.2702988378925543
1211591784630190,116,False,1.0175,0.3289212460948334,1.0,13.0,False,4,True,0.6150704817745333
1214451784823660,66,False,1.0031,0.9795406335801179,0.7844,22.0,False,10,False,0.4022522414383773
1214211782997370,116,False,1.0279,0.9222567622930973,0.5792,40.0,False,1,True,
1214391783362310,141,False,1.0034,0.8812976520890327,0.7497,28.0,False,1,True,
1213961783038160,32,False,1.0019,0.9814806865845899,0.133,71.0,False,1,True,
1213981783152410,147,False,1.0038,1.0168013291229627,0.1703,65.0,False,46,False,0.5031278412355618
1214371784607680,192,False,1.0133,0.9981273545877619,1.0,19.0,False,2,True,0.5241394461472468
1214431784143220,109,False,1.0157,0.876545325031956,0.3582,57.0,False,1,True,
1214361784655760,69,False,1.0458,1.0520100730598834,1.0,9.0,False,1,True,
1211401783557610,43,False,1.0154,1.015449373077387,0.7625,28.0,False,8,True,0.34751684386112314
1214471784142110,2,False,1.1127,1.1127432349874198,0.7844,29.0,False,14,False,0.3739612921808768
1236151783882250,24,False,1.0323,0.6732612850608983,0.7058,30.0,False,9,True,0.7583091001870607
1214411782938890,23,False,1.0596,0.8570311274393385,1.0,12.0,False,14,False,0.5000458949567198
1211281784589360,177,False,1.0071,0.8261720082647284,0.1028,74.0,False,1,False,
1214451784756270,10,False,1.0615,1.0293313243534523,0.4006,47.0,False,1,True,
1065681783566850,16,False,1.0202,0.9710768262106954,0.5485,46.0,False,1,True,
1236111784299040,5,False,1.0259,0.898410193664614,1.0,36.0,False,2,True,0.40089186313344316
1214421782987650,3,False,1.0256,1.0323505574910603,0.8091,21.0,False,1,True,
1214361784574850,198,False,1.0527,0.9470211650691895,0.7382,30.0,False,7,False,0.43762014078935213
