trip_id,gt_frame,alert_frame,delay
1211261783900430,80,77,-3
1214291784061220,76,75,-1
1214291784061220,129,126,-3
1214431784143220,110,109,-1
1214371782965660,44,44,0
1214171782887840,103,104,1
1211381783441950,71,71,0
1214341784066620,28,29,1
1218871784340290,141,144,3
1066271784354910,9,9,0
1214471784053870,196,195,-1
1250311784310000,177,178,1
1236141784815020,7,5,-2
1218881784528490,73,71,-2
1218881784528490,67,70,3
1065921784239810,95,95,0
1214311782940460,68,68,0
