version,trip_id,actual_events,predicted_events,tp_events,fp_events,fn_events,tp_events_tol1,fp_events_tol1,fn_events_tol1,alert_rows,actual_change_rows
v1_main,1790381775012063,0,18,0,18,0,0,18,0,30,0
v1_main,716971775516335,0,17,0,17,0,0,17,0,21,0
v1_main,1791901776386014,0,17,0,17,0,0,17,0,19,0
v1_main,716941776342794,1,17,1,16,0,1,16,0,20,1
v1_main,1098641776957565,0,15,0,15,0,0,15,0,17,0
v1_main,1867461775421243,0,14,0,14,0,0,14,0,25,0
v1_main,1848431776348522,0,14,0,14,0,0,14,0,18,0
v1_main,1808781775175012,0,13,0,13,0,0,13,0,20,0
v1_main,1649011776370741,0,13,0,13,0,0,13,0,15,0
v1_main,1214161776437327,0,13,0,13,0,0,13,0,14,0
v1_main,1213851776315087,0,13,0,13,0,0,13,0,15,0
v1_main,1867131776405754,2,15,2,13,0,2,13,0,16,2
v1_main,966611776414817,0,13,0,13,0,0,13,0,14,0
v1_main,1661531775082934,0,12,0,12,0,0,12,0,19,0
v1_main,712521775267751,0,12,0,12,0,0,12,0,19,0
v1_main,1790311776312100,0,12,0,12,0,0,12,0,12,0
v1_main,716411775554524,0,11,0,11,0,0,11,0,14,0
v1_main,1719771775086463,0,11,0,11,0,0,11,0,14,0
v1_main,1808471775211968,0,11,0,11,0,0,11,0,18,0
v1_main,716561776347592,0,11,0,11,0,0,11,0,14,0
v1_main,1866621775112847,0,11,0,11,0,0,11,0,15,0
v1_main,1791731775213498,0,10,0,10,0,0,10,0,11,0
v1_main,1790311775105412,0,10,0,10,0,0,10,0,16,0
v1_main,1808751775132978,0,10,0,10,0,0,10,0,16,0
v1_main,1866531775123683,0,10,0,10,0,0,10,0,15,0
v1_main,1790311775142120,0,10,0,10,0,0,10,0,18,0
v1_main,1791371775185268,0,10,0,10,0,0,10,0,16,0
v1_main,1821231776528354,0,10,0,10,0,0,10,0,13,0
v1_main,1790381776709438,0,10,0,10,0,0,10,0,11,0
v1_main,1833701776322922,0,10,0,10,0,0,10,0,15,0
v1_main,1719771775275875,0,10,0,10,0,0,10,0,14,0
v1_main,1791901776354145,0,10,0,10,0,0,10,0,12,0
v1_main,1821231775089655,0,10,0,10,0,0,10,0,16,0
v1_main,716941776414861,0,10,0,10,0,0,10,0,11,0
v1_main,1888091775110927,0,10,0,10,0,0,10,0,13,0
v1_main,1264291776337806,0,10,0,10,0,0,10,0,14,0
v1_main,1821091776444340,0,10,0,10,0,0,10,0,12,0
v1_main,1866731775062832,0,9,0,9,0,0,9,0,12,0
v1_main,1719811776284034,0,9,0,9,0,0,9,0,10,0
v1_main,1849491776348347,0,9,0,9,0,0,9,0,10,0
v1_main,1264301775372311,0,9,0,9,0,0,9,0,14,0
v1_main,716151775604826,0,9,0,9,0,0,9,0,14,0
v1_main,1866501775173371,0,9,0,9,0,0,9,0,14,0
v1_main,1661491776381494,0,9,0,9,0,0,9,0,13,0
v1_main,1821041776377495,0,9,0,9,0,0,9,0,12,0
v1_main,1582201776637547,0,9,0,9,0,0,9,0,15,0
v1_main,1213801776938558,0,9,0,9,0,0,9,0,13,0
v1_main,1867461776393529,0,9,0,9,0,0,9,0,10,0
v1_main,717111775477746,0,8,0,8,0,0,8,0,13,0
v1_main,1848431775327468,0,8,0,8,0,0,8,0,9,0
v1_main,1804461775593997,0,8,0,8,0,0,8,0,10,0
v1_main,711681775146451,0,8,0,8,0,0,8,0,11,0
v1_main,1648901775087993,0,8,0,8,0,0,8,0,9,0
v1_main,1582201775114208,0,8,0,8,0,0,8,0,14,0
v1_main,1593491776417636,0,8,0,8,0,0,8,0,10,0
v1_main,1808721775015051,0,8,0,8,0,0,8,0,8,0
v1_main,1866661776451777,0,8,0,8,0,0,8,0,9,0
v1_main,1820981775098519,0,8,0,8,0,0,8,0,10,0
v1_main,1213851776961895,0,8,0,8,0,0,8,0,11,0
v1_main,1592551776381135,0,8,0,8,0,0,8,0,12,0
v1_main,1649011776338399,0,8,0,8,0,0,8,0,8,0
v1_main,1245811776605963,0,8,0,8,0,0,8,0,9,0
v1_main,716971775050171,0,8,0,8,0,0,8,0,13,0
v1_main,1866921776353433,0,8,0,8,0,0,8,0,11,0
v1_main,716671775460854,1,9,1,8,0,1,8,0,13,1
v1_main,1823901776450046,1,9,1,8,0,1,8,0,11,1
v1_main,1866501776418069,0,8,0,8,0,0,8,0,10,0
v1_main,1866621776500237,0,8,0,8,0,0,8,0,10,0
v1_main,1719811776304696,0,8,0,8,0,0,8,0,10,0
v1_main,1820981775066857,0,7,0,7,0,0,7,0,7,0
v1_main,716511775513134,0,7,0,7,0,0,7,0,10,0
v1_main,716291775244775,0,7,0,7,0,0,7,0,7,0
v1_main,1479961775164998,0,7,0,7,0,0,7,0,10,0
v1_main,1821141775453183,0,7,0,7,0,0,7,0,9,0
v1_main,1833701776368100,0,7,0,7,0,0,7,0,7,0
v1_main,1661531775014601,0,7,0,7,0,0,7,0,8,0
v1_main,1808481775192942,0,7,0,7,0,0,7,0,9,0
v1_main,1808471775593206,0,7,0,7,0,0,7,0,11,0
v1_main,1833701776916791,0,7,0,7,0,0,7,0,8,0
v1_main,1264341776928319,0,7,0,7,0,0,7,0,9,0
v1_main,1808551775259761,0,7,0,7,0,0,7,0,10,0
v1_main,1888041775054341,0,7,0,7,0,0,7,0,11,0
v1_main,1792441775117931,0,7,0,7,0,0,7,0,11,0
v1_main,1264301776337759,1,8,1,7,0,1,7,0,11,1
v1_main,1683751776365130,0,7,0,7,0,0,7,0,9,0
v1_main,717151776876232,0,7,0,7,0,0,7,0,10,0
v1_main,1648871776859097,0,7,0,7,0,0,7,0,9,0
v1_main,716321776910884,0,7,0,7,0,0,7,0,9,0
v1_main,1829621775181740,0,7,0,7,0,0,7,0,8,0
v1_main,1243861776478564,0,7,0,7,0,0,7,0,9,0
v1_main,1833821775007413,0,7,0,7,0,0,7,0,11,0
v1_main,1821231776553871,0,7,0,7,0,0,7,0,9,0
v1_main,1263951775406740,0,6,0,6,0,0,6,0,8,0
v1_main,1792431775057003,0,6,0,6,0,0,6,0,6,0
v1_main,1808801775227265,0,6,0,6,0,0,6,0,6,0
v1_main,716681775216460,1,7,1,6,0,1,6,0,9,1
v1_main,712571775115509,0,6,0,6,0,0,6,0,11,0
v1_main,1809001775218940,0,6,0,6,0,0,6,0,9,0
v1_main,1661621775029863,0,6,0,6,0,0,6,0,9,0
v1_main,966681775121086,0,6,0,6,0,0,6,0,8,0
v1_main,711681775130131,0,6,0,6,0,0,6,0,8,0
v1_main,1486491775187931,0,6,0,6,0,0,6,0,10,0
v1_main,717111775366551,0,6,0,6,0,0,6,0,9,0
v1_main,1661531776355784,0,6,0,6,0,0,6,0,7,0
v1_main,1480091776379263,0,6,0,6,0,0,6,0,8,0
v1_main,1833741775162145,0,6,0,6,0,0,6,0,7,0
v1_main,1792391775047563,0,6,0,6,0,0,6,0,9,0
v1_main,1808771775153637,0,6,0,6,0,0,6,0,7,0
v1_main,716131775247100,0,6,0,6,0,0,6,0,6,0
v1_main,1278961776284171,0,6,0,6,0,0,6,0,9,0
v1_main,1808771775234293,1,7,1,6,0,1,6,0,9,1
v1_main,1649011775110572,0,6,0,6,0,0,6,0,9,0
v1_main,1888031775100387,0,6,0,6,0,0,6,0,8,0
v1_main,1211501775059709,0,6,0,6,0,0,6,0,8,0
v1_main,717111775209843,1,7,1,6,0,1,6,0,7,1
v1_main,1264291776458997,0,6,0,6,0,0,6,0,7,0
v1_main,1866501775130174,0,6,0,6,0,0,6,0,6,0
v1_main,1214361775471743,0,6,0,6,0,0,6,0,6,0
v1_main,1848431776388101,0,6,0,6,0,0,6,0,6,0
v1_main,1833741776391569,0,6,0,6,0,0,6,0,7,0
v1_main,1509291776357797,0,6,0,6,0,0,6,0,8,0
v1_main,715721775157580,0,6,0,6,0,0,6,0,6,0
v1_main,1866621776423250,0,6,0,6,0,0,6,0,10,0
v1_main,1990551776323071,0,6,0,6,0,0,6,0,7,0
v1_main,1532971776423860,0,6,0,6,0,0,6,0,7,0
v1_main,1532971776467859,0,6,0,6,0,0,6,0,6,0
v1_main,1790511776522106,0,6,0,6,0,0,6,0,7,0
v1_main,1821081775142980,0,6,0,6,0,0,6,0,7,0
v1_main,716671776351315,0,6,0,6,0,0,6,0,9,0
v1_main,716681776713758,0,6,0,6,0,0,6,0,7,0
v1_main,716471776715326,0,6,0,6,0,0,6,0,6,0
v1_main,1866991776298802,0,6,0,6,0,0,6,0,9,0
v1_main,716491776919640,0,6,0,6,0,0,6,0,8,0
v1_main,716321776575527,0,6,0,6,0,0,6,0,10,0
v1_main,1790471776944088,0,6,0,6,0,0,6,0,6,0
v1_main,1866501776327650,0,6,0,6,0,0,6,0,7,0
v1_main,1808771775072109,0,5,0,5,0,0,5,0,7,0
v1_main,716671775240518,1,6,1,5,0,1,5,0,8,1
v1_main,1790511775077785,0,5,0,5,0,0,5,0,5,0
v1_main,1582201775075101,0,5,0,5,0,0,5,0,5,0
v1_main,1270471775189011,0,5,0,5,0,0,5,0,7,0
v1_main,717081775602306,0,5,0,5,0,0,5,0,8,0
v1_main,1569091775578496,0,5,0,5,0,0,5,0,9,0
v1_main,1509291775221741,0,5,0,5,0,0,5,0,5,0
v1_main,1791731775229938,0,5,0,5,0,0,5,0,5,0
v1_main,1866611775060331,0,5,0,5,0,0,5,0,6,0
v1_main,1852761775042780,0,5,0,5,0,0,5,0,7,0
v1_main,1867511775196304,0,5,0,5,0,0,5,0,6,0
v1_main,1823901776522042,0,5,0,5,0,0,5,0,6,0
v1_main,1833741775113921,0,5,0,5,0,0,5,0,7,0
v1_main,716131776357095,0,5,0,5,0,0,5,0,6,0
v1_main,1990551775415756,0,5,0,5,0,0,5,0,11,0
v1_main,1808481775155738,0,5,0,5,0,0,5,0,9,0
v1_main,1263951776372708,0,5,0,5,0,0,5,0,5,0
v1_main,1278961775094027,0,5,0,5,0,0,5,0,9,0
v1_main,1792441776357634,0,5,0,5,0,0,5,0,10,0
v1_main,1808861775051129,0,5,0,5,0,0,5,0,8,0
v1_main,1848421776362187,0,5,0,5,0,0,5,0,7,0
v1_main,1486491776514520,0,5,0,5,0,0,5,0,10,0
v1_main,1791731776335484,0,5,0,5,0,0,5,0,6,0
v1_main,1888091775071940,0,5,0,5,0,0,5,0,6,0
v1_main,1790391776108220,0,5,0,5,0,0,5,0,10,0
v1_main,715731776605947,0,5,0,5,0,0,5,0,5,0
v1_main,1808721775073164,0,5,0,5,0,0,5,0,7,0
v1_main,1866411775379866,0,5,0,5,0,0,5,0,7,0
v1_main,1829711775091952,0,5,0,5,0,0,5,0,5,0
v1_main,1648901776436275,0,5,0,5,0,0,5,0,6,0
v1_main,1808771775103528,0,5,0,5,0,0,5,0,7,0
v1_main,1213861776375810,0,5,0,5,0,0,5,0,6,0
v1_main,1887721776326363,0,5,0,5,0,0,5,0,7,0
v1_main,715731775073362,0,5,0,5,0,0,5,0,5,0
v1_main,1867331776398653,0,5,0,5,0,0,5,0,6,0
v1_main,1808801776319729,2,7,2,5,0,2,5,0,7,2
v1_main,1790421776588697,0,5,0,5,0,0,5,0,5,0
v1_main,1821091776497865,0,5,0,5,0,0,5,0,6,0
v1_main,1808741776869687,0,5,0,5,0,0,5,0,5,0
v1_main,1866881776390715,0,5,0,5,0,0,5,0,8,0
v1_main,1214451776412924,0,5,0,5,0,0,5,0,6,0
v1_main,1264301775275364,0,5,0,5,0,0,5,0,7,0
v1_main,1867201776331790,0,5,0,5,0,0,5,0,5,0
v1_main,1646431775167252,0,5,0,5,0,0,5,0,8,0
v1_main,712661776393467,0,5,0,5,0,0,5,0,6,0
v1_main,1866661776389930,0,5,0,5,0,0,5,0,5,0
v1_main,1867131775106125,0,5,0,5,0,0,5,0,5,0
v1_main,1243861775149241,0,5,0,5,0,0,5,0,5,0
v1_main,1867151776401521,0,5,0,5,0,0,5,0,5,0
v1_main,1569091776501586,0,5,0,5,0,0,5,0,7,0
v1_main,1214161776369051,0,5,0,5,0,0,5,0,6,0
v1_main,716321776629966,0,5,0,5,0,0,5,0,6,0
v1_main,716411776402224,0,5,0,5,0,0,5,0,5,0
v1_main,1866991776355887,0,5,0,5,0,0,5,0,9,0
v1_main,1866531776421295,0,5,0,5,0,0,5,0,6,0
v1_main,1627131776337887,0,5,0,5,0,0,5,0,6,0
v1_main,1661341776528220,0,5,0,5,0,0,5,0,8,0
v1_main,1888031775512745,0,4,0,4,0,0,4,0,4,0
v1_main,1829671775296718,0,4,0,4,0,0,4,0,5,0
v1_main,716141775805121,0,4,0,4,0,0,4,0,6,0
v1_main,1264341776544548,0,4,0,4,0,0,4,0,6,0
v1_main,712671775294963,1,5,1,4,0,1,4,0,8,1
v1_main,1592551775033936,0,4,0,4,0,0,4,0,4,0
v1_main,1821041775078128,0,4,0,4,0,0,4,0,5,0
v1_main,1791371775170334,0,4,0,4,0,0,4,0,8,0
v1_main,1866681775287047,0,4,0,4,0,0,4,0,6,0
v1_main,716681775241231,0,4,0,4,0,0,4,0,6,0
v1_main,1648911775308093,0,4,0,4,0,0,4,0,7,0
v1_main,1264001775329460,0,4,0,4,0,0,4,0,5,0
v1_main,716931776299828,0,4,0,4,0,0,4,0,4,0
v1_main,1098641775295715,1,5,1,4,0,1,4,0,7,1
v1_main,1829711775062668,0,4,0,4,0,0,4,0,6,0
v1_main,1790471775076901,0,4,0,4,0,0,4,0,7,0
v1_main,1849491775196357,0,4,0,4,0,0,4,0,6,0
v1_main,1808501776548195,0,4,0,4,0,0,4,0,6,0
v1_main,1264281775309154,0,4,0,4,0,0,4,0,5,0
v1_main,1264401775111741,1,5,1,4,0,1,4,0,5,1
v1_main,716151776951145,0,4,0,4,0,0,4,0,4,0
v1_main,1808741776959848,0,4,0,4,0,0,4,0,4,0
v1_main,1866741775158075,0,4,0,4,0,0,4,0,4,0
v1_main,1526701776379291,0,4,0,4,0,0,4,0,4,0
v1_main,1661621776352158,0,4,0,4,0,0,4,0,5,0
v1_main,1214051776313672,0,4,0,4,0,0,4,0,5,0
v1_main,1256191776519659,0,4,0,4,0,0,4,0,5,0
v1_main,1628311776961752,0,4,0,4,0,0,4,0,4,0
v1_main,1790391776434437,0,4,0,4,0,0,4,0,6,0
v1_main,966681776350421,0,4,0,4,0,0,4,0,4,0
v1_main,1214401776908776,0,4,0,4,0,0,4,0,4,0
v1_main,717041775076946,0,4,0,4,0,0,4,0,5,0
v1_main,713741775109941,0,4,0,4,0,0,4,0,4,0
v1_main,1833741776482915,0,4,0,4,0,0,4,0,4,0
v1_main,1829671776456532,0,4,0,4,0,0,4,0,4,0
v1_main,1866881776352165,0,4,0,4,0,0,4,0,6,0
v1_main,1791781776352230,0,4,0,4,0,0,4,0,4,0
v1_main,715771776643720,0,4,0,4,0,0,4,0,5,0
v1_main,1847001776359257,0,4,0,4,0,0,4,0,5,0
v1_main,1808751776932669,1,5,1,4,0,1,4,0,6,1
v1_main,1808411775314389,0,4,0,4,0,0,4,0,4,0
v1_main,1866851775164551,0,4,0,4,0,0,4,0,6,0
v1_main,1848301776475553,0,4,0,4,0,0,4,0,4,0
v1_main,716411776552177,0,4,0,4,0,0,4,0,4,0
v1_main,1866971775237682,0,4,0,4,0,0,4,0,4,0
v1_main,1849491776427546,0,4,0,4,0,0,4,0,5,0
v1_main,716971776440402,1,5,1,4,0,1,4,0,8,1
v1_main,1866921776780435,0,4,0,4,0,0,4,0,4,0
v1_main,712301776467959,0,4,0,4,0,0,4,0,4,0
v1_main,1791841776567067,0,4,0,4,0,0,4,0,4,0
v1_main,1264001776536030,0,4,0,4,0,0,4,0,6,0
v1_main,1790481776488156,0,4,0,4,0,0,4,0,4,0
v1_main,1866601776711483,0,4,0,4,0,0,4,0,5,0
v1_main,1866501776382930,0,4,0,4,0,0,4,0,5,0
v1_main,1808471776608491,1,5,1,4,0,1,4,0,5,1
v1_main,1866621775201383,0,4,0,4,0,0,4,0,5,0
v1_main,1264001776606637,0,4,0,4,0,0,4,0,5,0
v1_main,711861775341324,0,4,0,4,0,0,4,0,4,0
v1_main,1849491776380846,0,4,0,4,0,0,4,0,5,0
v1_main,716411776290555,0,4,0,4,0,0,4,0,5,0
v1_main,1098631776522531,0,4,0,4,0,0,4,0,5,0
v1_main,711291776361979,0,4,0,4,0,0,4,0,7,0
v1_main,1480121776350966,0,4,0,4,0,0,4,0,6,0
v1_main,1264001775237348,0,3,0,3,0,0,3,0,7,0
v1_main,1236131775168872,0,3,0,3,0,0,3,0,5,0
v1_main,1526701775380109,0,3,0,3,0,0,3,0,5,0
v1_main,716151775124402,0,3,0,3,0,0,3,0,4,0
v1_main,1808771775195745,0,3,0,3,0,0,3,0,5,0
v1_main,1661491776314048,0,3,0,3,0,0,3,0,3,0
v1_main,1213861775244697,0,3,0,3,0,0,3,0,3,0
v1_main,1236131775556075,0,3,0,3,0,0,3,0,5,0
v1_main,1829681775023112,0,3,0,3,0,0,3,0,4,0
v1_main,1509261775133507,0,3,0,3,0,0,3,0,3,0
v1_main,711681776380077,0,3,0,3,0,0,3,0,5,0
v1_main,1278961776379679,0,3,0,3,0,0,3,0,3,0
v1_main,1648911775240073,0,3,0,3,0,0,3,0,4,0
v1_main,1792431775082426,0,3,0,3,0,0,3,0,5,0
v1_main,1790491775111849,0,3,0,3,0,0,3,0,4,0
v1_main,1661531775111994,0,3,0,3,0,0,3,0,3,0
v1_main,1792391775146402,0,3,0,3,0,0,3,0,4,0
v1_main,1866791775085841,0,3,0,3,0,0,3,0,4,0
v1_main,1849501775138844,0,3,0,3,0,0,3,0,3,0
v1_main,1808601775007621,0,3,0,3,0,0,3,0,7,0
v1_main,1264391775040919,0,3,0,3,0,0,3,0,6,0
v1_main,716671775212935,0,3,0,3,0,0,3,0,3,0
v1_main,1213991775115194,0,3,0,3,0,0,3,0,3,0
v1_main,1214121775505601,0,3,0,3,0,0,3,0,5,0
v1_main,1486491776482041,0,3,0,3,0,0,3,0,4,0
v1_main,716821775101184,1,4,1,3,0,1,3,0,5,1
v1_main,1213861776318760,0,3,0,3,0,0,3,0,3,0
v1_main,1867571776441118,0,3,0,3,0,0,3,0,3,0
v1_main,1790351775334909,0,3,0,3,0,0,3,0,3,0
v1_main,1849501776325937,0,3,0,3,0,0,3,0,3,0
v1_main,1214401776447928,0,3,0,3,0,0,3,0,3,0
v1_main,1250351776461711,0,3,0,3,0,0,3,0,3,0
v1_main,1256191776449149,0,3,0,3,0,0,3,0,3,0
v1_main,1790681775505661,0,3,0,3,0,0,3,0,4,0
v1_main,1214301776533469,0,3,0,3,0,0,3,0,4,0
v1_main,1509271776947490,0,3,0,3,0,0,3,0,5,0
v1_main,1791731776418556,0,3,0,3,0,0,3,0,3,0
v1_main,1808711775511143,0,3,0,3,0,0,3,0,5,0
v1_main,1793121776309222,0,3,0,3,0,0,3,0,5,0
v1_main,1790421775579730,0,3,0,3,0,0,3,0,4,0
v1_main,1791651776727412,0,3,0,3,0,0,3,0,3,0
v1_main,1829681776374253,0,3,0,3,0,0,3,0,3,0
v1_main,1648871776655388,0,3,0,3,0,0,3,0,4,0
v1_main,1808781776382064,0,3,0,3,0,0,3,0,4,0
v1_main,1848401775081518,0,3,0,3,0,0,3,0,3,0
v1_main,1683751775057706,0,3,0,3,0,0,3,0,5,0
v1_main,716761775073925,0,3,0,3,0,0,3,0,4,0
v1_main,1214341776422406,0,3,0,3,0,0,3,0,3,0
v1_main,1867131776712300,1,4,1,3,0,1,3,0,5,1
v1_main,1866791776370576,0,3,0,3,0,0,3,0,3,0
v1_main,1848281776441854,0,3,0,3,0,0,3,0,3,0
v1_main,1867051776395819,0,3,0,3,0,0,3,0,6,0
v1_main,1808501776470050,0,3,0,3,0,0,3,0,4,0
v1_main,1526701776453282,0,3,0,3,0,0,3,0,3,0
v1_main,1804591776528029,0,3,0,3,0,0,3,0,3,0
v1_main,1821091776402694,0,3,0,3,0,0,3,0,3,0
v1_main,1646431775645624,0,3,0,3,0,0,3,0,5,0
v1_main,1866741775092370,0,3,0,3,0,0,3,0,3,0
v1_main,1833741776436137,0,3,0,3,0,0,3,0,3,0
v1_main,1628311776467472,0,3,0,3,0,0,3,0,5,0
v1_main,1792391776286552,0,3,0,3,0,0,3,0,4,0
v1_main,716671776385519,0,3,0,3,0,0,3,0,3,0
v1_main,1214121776444601,0,3,0,3,0,0,3,0,3,0
v1_main,1213961776711893,0,3,0,3,0,0,3,0,3,0
v1_main,711901776439310,0,3,0,3,0,0,3,0,3,0
v1_main,1848431776316086,0,3,0,3,0,0,3,0,4,0
v1_main,1833821776378198,0,3,0,3,0,0,3,0,5,0
v1_main,1214171775087559,0,3,0,3,0,0,3,0,4,0
v1_main,1821171776617502,0,3,0,3,0,0,3,0,4,0
v1_main,1866531776371445,1,4,1,3,0,1,3,0,4,1
v1_main,1808751776748628,1,4,1,3,0,1,3,0,4,1
v1_main,1866601775146920,0,3,0,3,0,0,3,0,5,0
v1_main,1719811776560880,0,3,0,3,0,0,3,0,3,0
v1_main,1888091775176979,0,3,0,3,0,0,3,0,3,0
v1_main,715661776548509,0,3,0,3,0,0,3,0,3,0
v1_main,1790481776434571,0,3,0,3,0,0,3,0,3,0
v1_main,966611776342728,0,3,0,3,0,0,3,0,5,0
v1_main,1848281776289801,0,3,0,3,0,0,3,0,4,0
v1_main,1848311776486229,0,3,0,3,0,0,3,0,4,0
v1_main,711291776448772,0,3,0,3,0,0,3,0,4,0
v1_main,1821061776377518,0,3,0,3,0,0,3,0,4,0
v1_main,1829701776301351,0,3,0,3,0,0,3,0,3,0
v1_main,712571775098264,0,2,0,2,0,0,2,0,4,0
v1_main,1808861775098837,0,2,0,2,0,0,2,0,2,0
v1_main,1480121775031911,0,2,0,2,0,0,2,0,3,0
v1_main,1821001775113652,0,2,0,2,0,0,2,0,2,0
v1_main,1792431775015098,0,2,0,2,0,0,2,0,2,0
v1_main,1791341775110101,0,2,0,2,0,0,2,0,2,0
v1_main,1066141775007639,0,2,0,2,0,0,2,0,4,0
v1_main,713741775081500,0,2,0,2,0,0,2,0,3,0
v1_main,1649021776362402,0,2,0,2,0,0,2,0,2,0
v1_main,1847001775155087,0,2,0,2,0,0,2,0,2,0
v1_main,1509271776365794,0,2,0,2,0,0,2,0,3,0
v1_main,1888031775134437,0,2,0,2,0,0,2,0,6,0
v1_main,1648901776369305,0,2,0,2,0,0,2,0,3,0
v1_main,715861775157695,0,2,0,2,0,0,2,0,3,0
v1_main,1628241775071412,0,2,0,2,0,0,2,0,2,0
v1_main,1480061775253090,0,2,0,2,0,0,2,0,4,0
v1_main,1211501775020618,0,2,0,2,0,0,2,0,2,0
v1_main,1683751775031284,0,2,0,2,0,0,2,0,4,0
v1_main,1821101775092178,0,2,0,2,0,0,2,0,3,0
v1_main,711141775187195,0,2,0,2,0,0,2,0,3,0
v1_main,1848401776375047,0,2,0,2,0,0,2,0,2,0
v1_main,1236121775751874,0,2,0,2,0,0,2,0,2,0
v1_main,1866871775240158,0,2,0,2,0,0,2,0,3,0
v1_main,1214401776376502,0,2,0,2,0,0,2,0,2,0
v1_main,712661775263170,0,2,0,2,0,0,2,0,3,0
v1_main,1808801776936687,3,5,3,2,0,3,2,0,5,3
v1_main,1804591776543010,0,2,0,2,0,0,2,0,2,0
v1_main,1509271776396674,0,2,0,2,0,0,2,0,3,0
v1_main,1719051776448091,0,2,0,2,0,0,2,0,2,0
v1_main,1790381776521905,0,2,0,2,0,0,2,0,2,0
v1_main,1263951775342723,0,2,0,2,0,0,2,0,4,0
v1_main,1985391776400059,0,2,0,2,0,0,2,0,2,0
v1_main,1823901775091424,0,2,0,2,0,0,2,0,3,0
v1_main,716741775473091,0,2,0,2,0,0,2,0,2,0
v1_main,1829711776381641,0,2,0,2,0,0,2,0,3,0
v1_main,711971775139525,0,2,0,2,0,0,2,0,2,0
v1_main,1808741776842429,0,2,0,2,0,0,2,0,2,0
v1_main,1866531776513285,1,3,1,2,0,1,2,0,4,1
v1_main,1790391776384914,0,2,0,2,0,0,2,0,2,0
v1_main,1264301776387256,0,2,0,2,0,0,2,0,2,0
v1_main,1821211775141791,0,2,0,2,0,0,2,0,3,0
v1_main,1867221776329148,0,2,0,2,0,0,2,0,2,0
v1_main,1867421775112999,0,2,0,2,0,0,2,0,4,0
v1_main,1791781775538892,0,2,0,2,0,0,2,0,4,0
v1_main,1866791776933545,0,2,0,2,0,0,2,0,2,0
v1_main,1480211776288557,0,2,0,2,0,0,2,0,2,0
v1_main,1532971776730396,0,2,0,2,0,0,2,0,2,0
v1_main,1719051776423271,0,2,0,2,0,0,2,0,2,0
v1_main,1829681776471620,0,2,0,2,0,0,2,0,2,0
v1_main,711681776360607,0,2,0,2,0,0,2,0,2,0
v1_main,1250361776335230,0,2,0,2,0,0,2,0,2,0
v1_main,712061776472953,0,2,0,2,0,0,2,0,2,0
v1_main,1793131776358478,0,2,0,2,0,0,2,0,2,0
v1_main,1243861776340498,0,2,0,2,0,0,2,0,3,0
v1_main,1866871776286820,0,2,0,2,0,0,2,0,2,0
v1_main,1867471775256465,0,2,0,2,0,0,2,0,3,0
v1_main,1509351775002287,0,2,0,2,0,0,2,0,2,0
v1_main,1791841775330822,0,2,0,2,0,0,2,0,4,0
v1_main,1791681776353945,0,2,0,2,0,0,2,0,2,0
v1_main,1582201776753897,0,2,0,2,0,0,2,0,2,0
v1_main,1867221776287201,0,2,0,2,0,0,2,0,2,0
v1_main,1821171776580957,0,2,0,2,0,0,2,0,2,0
v1_main,1821211776365443,0,2,0,2,0,0,2,0,2,0
v1_main,1214401776429290,0,2,0,2,0,0,2,0,2,0
v1_main,1661621776933635,0,2,0,2,0,0,2,0,2,0
v1_main,1821061776443789,0,2,0,2,0,0,2,0,2,0
v1_main,1628241776421546,0,2,0,2,0,0,2,0,3,0
v1_main,711861776322018,0,2,0,2,0,0,2,0,3,0
v1_main,1716901776352048,0,2,0,2,0,0,2,0,2,0
v1_main,1627131776476503,0,2,0,2,0,0,2,0,2,0
v1_main,717041775137618,0,2,0,2,0,0,2,0,2,0
v1_main,1628311776915649,0,2,0,2,0,0,2,0,2,0
v1_main,1098631776598420,0,2,0,2,0,0,2,0,3,0
v1_main,1848281776467555,0,2,0,2,0,0,2,0,2,0
v1_main,1866541775532693,0,2,0,2,0,0,2,0,2,0
v1_main,1649021776920576,1,3,1,2,0,1,2,0,3,1
v1_main,711861775294902,1,3,1,2,0,1,2,0,3,1
v1_main,1866971775086585,0,2,0,2,0,0,2,0,3,0
v1_main,715771776525134,0,2,0,2,0,0,2,0,2,0
v1_main,1888041776400301,0,2,0,2,0,0,2,0,2,0
v1_main,1214171776505343,0,2,0,2,0,0,2,0,3,0
v1_main,1829681776393781,0,2,0,2,0,0,2,0,2,0
v1_main,1250351776493066,0,2,0,2,0,0,2,0,2,0
v1_main,1867331776356148,0,2,0,2,0,0,2,0,2,0
v1_main,1990551776389549,0,2,0,2,0,0,2,0,2,0
v1_main,1790651775177893,0,2,0,2,0,0,2,0,2,0
v1_main,1526701776406119,0,2,0,2,0,0,2,0,2,0
v1_main,1243861775525324,0,2,0,2,0,0,2,0,3,0
v1_main,1720931775239314,0,2,0,2,0,0,2,0,3,0
v1_main,1887721776615477,0,2,0,2,0,0,2,0,3,0
v1_main,1867571776459361,0,2,0,2,0,0,2,0,2,0
v1_main,1804461776934918,2,4,2,2,0,2,2,0,5,2
v1_main,1480121776414071,0,2,0,2,0,0,2,0,2,0
v1_main,1847001776915092,0,2,0,2,0,0,2,0,2,0
v1_main,1218891776871579,0,2,0,2,0,0,2,0,3,0
v1_main,712571776934598,1,3,1,2,0,1,2,0,5,1
v1_main,1985391776354259,0,2,0,2,0,0,2,0,2,0
v1_main,1829701776560830,0,2,0,2,0,0,2,0,2,0
