version,trip_id,actual_events,predicted_events,tp_events,fp_events,fn_events,tp_events_tol1,fp_events_tol1,fn_events_tol1,alert_rows,actual_change_rows
v1_main,1866601776657089,2,4,2,2,0,2,2,0,4,2
v1_main,715731776644128,0,2,0,2,0,0,2,0,2,0
v1_main,716411776464865,0,2,0,2,0,0,2,0,3,0
v1_main,715771776453131,0,2,0,2,0,0,2,0,2,0
v1_main,1791341775070439,0,1,0,1,0,0,1,0,1,0
v1_main,1866631776463470,0,1,0,1,0,0,1,0,1,0
v1_main,711141775096868,0,1,0,1,0,0,1,0,2,0
v1_main,1716901775045769,0,1,0,1,0,0,1,0,1,0
v1_main,1214121775172145,0,1,0,1,0,0,1,0,1,0
v1_main,1791321775011127,0,1,0,1,0,0,1,0,1,0
v1_main,1790491775168848,0,1,0,1,0,0,1,0,2,0
v1_main,1848311776537365,0,1,0,1,0,0,1,0,1,0
v1_main,1264291775330721,0,1,0,1,0,0,1,0,2,0
v1_main,1866871776332352,0,1,0,1,0,0,1,0,2,0
v1_main,1808601775233532,0,1,0,1,0,0,1,0,2,0
v1_main,1833821776289503,0,1,0,1,0,0,1,0,1,0
v1_main,1793121776348645,0,1,0,1,0,0,1,0,1,0
v1_main,1648911775341673,0,1,0,1,0,0,1,0,2,0
v1_main,1866471776546667,0,1,0,1,0,0,1,0,1,0
v1_main,1702061776385282,0,1,0,1,0,0,1,0,1,0
v1_main,1509271775067704,0,1,0,1,0,0,1,0,1,0
v1_main,1821081775239903,0,1,0,1,0,0,1,0,1,0
v1_main,712061775469335,0,1,0,1,0,0,1,0,1,0
v1_main,716151775103393,0,1,0,1,0,0,1,0,1,0
v1_main,1791321776351562,0,1,0,1,0,0,1,0,1,0
v1_main,1582231775575988,0,1,0,1,0,0,1,0,2,0
v1_main,1990551775281271,0,1,0,1,0,0,1,0,2,0
v1_main,1867051776381165,0,1,0,1,0,0,1,0,1,0
v1_main,1278961776305664,0,1,0,1,0,0,1,0,2,0
v1_main,1264391775071870,0,1,0,1,0,0,1,0,2,0
v1_main,1052571775126558,0,1,0,1,0,0,1,0,1,0
v1_main,1867051775093888,0,1,0,1,0,0,1,0,1,0
v1_main,1628311775636837,0,1,0,1,0,0,1,0,2,0
v1_main,1847001776953102,0,1,0,1,0,0,1,0,2,0
v1_main,1790391775663203,0,1,0,1,0,0,1,0,1,0
v1_main,1791871775130534,0,1,0,1,0,0,1,0,1,0
v1_main,716561775818933,0,1,0,1,0,0,1,0,2,0
v1_main,1867171775062245,0,1,0,1,0,0,1,0,1,0
v1_main,1849501775173015,0,1,0,1,0,0,1,0,2,0
v1_main,1829581776385870,0,1,0,1,0,0,1,0,1,0
v1_main,1829711775007993,0,1,0,1,0,0,1,0,1,0
v1_main,1866701776304726,0,1,0,1,0,0,1,0,1,0
v1_main,1791731776363063,0,1,0,1,0,0,1,0,1,0
v1_main,716561775127389,0,1,0,1,0,0,1,0,1,0
v1_main,1866661776324630,0,1,0,1,0,0,1,0,1,0
v1_main,1804581775149073,1,2,1,1,0,1,1,0,3,1
v1_main,1808881775456854,0,1,0,1,0,0,1,0,2,0
v1_main,1791681776369454,0,1,0,1,0,0,1,0,1,0
v1_main,711331776439176,0,1,0,1,0,0,1,0,1,0
v1_main,712061776320650,0,1,0,1,0,0,1,0,2,0
v1_main,1804591776506965,0,1,0,1,0,0,1,0,2,0
v1_main,1791341776373644,0,1,0,1,0,0,1,0,1,0
v1_main,1683751776405814,0,1,0,1,0,0,1,0,1,0
v1_main,1829671776908726,0,1,0,1,0,0,1,0,1,0
v1_main,1790491776333283,0,1,0,1,0,0,1,0,2,0
v1_main,1790441776590726,0,1,0,1,0,0,1,0,1,0
v1_main,1790491776351313,0,1,0,1,0,0,1,0,2,0
v1_main,1821001776462899,0,1,0,1,0,0,1,0,1,0
v1_main,1264341776503271,0,1,0,1,0,0,1,0,1,0
v1_main,1867571776417406,0,1,0,1,0,0,1,0,1,0
v1_main,1791371776958052,0,1,0,1,0,0,1,0,1,0
v1_main,1829631775127703,0,1,0,1,0,0,1,0,1,0
v1_main,712061776297110,0,1,0,1,0,0,1,0,1,0
v1_main,1808471776560820,0,1,0,1,0,0,1,0,2,0
v1_main,966681776310324,0,1,0,1,0,0,1,0,1,0
v1_main,1867221776304031,0,1,0,1,0,0,1,0,3,0
v1_main,1702061776403722,0,1,0,1,0,0,1,0,1,0
v1_main,1628241776398835,0,1,0,1,0,0,1,0,1,0
v1_main,1821211776349743,0,1,0,1,0,0,1,0,1,0
v1_main,1211421775449672,0,1,0,1,0,0,1,0,1,0
v1_main,1804581775105603,0,1,0,1,0,0,1,0,1,0
v1_main,1866881776291215,0,1,0,1,0,0,1,0,1,0
v1_main,1833701775087489,0,1,0,1,0,0,1,0,2,0
v1_main,1866791776306926,0,1,0,1,0,0,1,0,2,0
v1_main,1866991775148618,0,1,0,1,0,0,1,0,1,0
v1_main,1821171776303903,0,1,0,1,0,0,1,0,1,0
v1_main,1752451775272681,0,1,0,1,0,0,1,0,3,0
v1_main,1480061776636715,0,1,0,1,0,0,1,0,1,0
v1_main,1804521776375530,0,1,0,1,0,0,1,0,1,0
v1_main,1829631776378425,0,1,0,1,0,0,1,0,1,0
v1_main,716561776294360,0,1,0,1,0,0,1,0,2,0
v1_main,1532971776924084,0,1,0,1,0,0,1,0,1,0
v1_main,1648921775082526,0,1,0,1,0,0,1,0,1,0
v1_main,1790441776546527,0,1,0,1,0,0,1,0,1,0
v1_main,1821001776406320,0,1,0,1,0,0,1,0,1,0
v1_main,1848311776444757,0,1,0,1,0,0,1,0,1,0
v1_main,1821081776403527,0,1,0,1,0,0,1,0,1,0
v1_main,1821111776556336,0,1,0,1,0,0,1,0,1,0
v1_main,1821211775101571,0,1,0,1,0,0,1,0,1,0
v1_main,1848401776318558,0,1,0,1,0,0,1,0,2,0
v1_main,1625481776478204,0,1,0,1,0,0,1,0,1,0
v1_main,1213881776528952,0,1,0,1,0,0,1,0,1,0
v1_main,712661776304058,0,1,0,1,0,0,1,0,2,0
v1_main,1245851776474907,0,1,0,1,0,0,1,0,1,0
v1_main,1808881776387041,0,1,0,1,0,0,1,0,2,0
v2_prod,1866501776290564,58,5,0,5,58,0,5,58,7,58
v2_prod,717151776919573,56,6,1,5,55,3,3,53,7,56
v2_prod,711901776485730,51,5,2,3,49,2,3,49,7,51
v2_prod,1256191776478958,36,3,0,3,36,0,3,36,5,36
v2_prod,1866971775047635,34,4,1,3,33,1,3,33,7,34
v2_prod,1808781775199502,30,11,2,9,28,5,6,25,14,30
v2_prod,716131776699492,28,3,0,3,28,1,2,27,3,28
v2_prod,1808751776963766,30,4,2,2,28,3,1,27,5,30
v2_prod,715661776496674,28,9,1,8,27,3,6,25,10,28
v2_prod,1592541776621898,26,6,0,6,26,0,6,26,6,26
v2_prod,1592541776929343,29,7,3,4,26,4,3,25,7,29
v2_prod,1243861776560537,26,3,0,3,26,0,3,26,3,26
v2_prod,1649011776288040,26,3,1,2,25,2,1,24,4,26
v2_prod,1791781776299254,25,7,1,6,24,1,6,24,7,25
v2_prod,1867201776957935,24,3,0,3,24,1,2,23,3,24
v2_prod,1808751776300482,25,2,1,1,24,1,1,24,3,25
v2_prod,1866541775094328,24,3,1,2,23,1,2,23,3,24
v2_prod,1790491776286034,24,1,1,0,23,1,0,23,1,24
v2_prod,1790541776305985,24,1,1,0,23,1,0,23,1,24
v2_prod,1866491775034556,24,7,2,5,22,2,5,22,9,24
v2_prod,1719041775097109,23,4,1,3,22,1,3,22,5,23
v2_prod,1792391776920647,22,3,0,3,22,0,3,22,3,22
v2_prod,1480121776323426,22,1,0,1,22,0,1,22,1,22
v2_prod,1821141776895300,22,1,0,1,22,0,1,22,2,22
v2_prod,1649011775077517,22,8,1,7,21,3,5,19,12,22
v2_prod,1808721776629184,22,1,1,0,21,1,0,21,1,22
v2_prod,1866531776291130,22,10,2,8,20,3,7,19,10,22
v2_prod,711861776366938,20,3,0,3,20,2,1,18,3,20
v2_prod,1808781776291405,20,1,0,1,20,0,1,20,1,20
v2_prod,1867391776320623,21,5,2,3,19,2,3,19,5,21
v2_prod,1867391776295243,19,2,0,2,19,0,2,19,2,19
v2_prod,1866471775221895,20,12,2,10,18,4,8,16,16,20
v2_prod,1264341775399858,20,10,2,8,18,2,8,18,16,20
v2_prod,1661531776317546,18,6,0,6,18,1,5,17,7,18
v2_prod,1790541775138173,18,4,0,4,18,1,3,17,5,18
v2_prod,1790421775493560,22,8,4,4,18,4,4,18,9,22
v2_prod,1866411775440431,19,3,1,2,18,1,2,18,4,19
v2_prod,1829631776314394,18,0,0,0,18,0,0,18,0,18
v2_prod,1829701775078716,18,9,1,8,17,3,6,15,14,18
v2_prod,1833821775136919,17,3,0,3,17,1,2,16,5,17
v2_prod,1790421776628367,18,4,1,3,17,1,3,17,4,18
v2_prod,1829581776312635,18,3,1,2,17,1,2,17,3,18
v2_prod,1848311775093984,18,2,1,1,17,1,1,17,2,18
v2_prod,1720931776812697,19,13,3,10,16,6,7,13,19,19
v2_prod,1507111776401624,16,8,0,8,16,3,5,13,10,16
v2_prod,1716901776394050,17,4,1,3,16,1,3,16,4,17
v2_prod,1264341776448125,16,3,0,3,16,1,2,15,4,16
v2_prod,1829661775100421,17,3,1,2,16,1,2,16,5,17
v2_prod,1866631776539548,16,2,0,2,16,0,2,16,2,16
v2_prod,1829671776299266,18,4,2,2,16,2,2,16,5,18
v2_prod,1790311775053899,16,21,1,20,15,4,17,12,39,16
v2_prod,1790541775162843,18,13,3,10,15,5,8,13,15,18
v2_prod,1804581776441421,16,11,1,10,15,1,10,15,14,16
v2_prod,1866661775098621,16,4,1,3,15,1,3,15,4,16
v2_prod,1628241776295776,14,7,0,7,14,1,6,13,8,14
v2_prod,1661621775005673,16,4,2,2,14,2,2,14,5,16
v2_prod,1867051776354899,14,2,0,2,14,0,2,14,2,14
v2_prod,1829631775076867,14,2,0,2,14,0,2,14,2,14
v2_prod,1236131775183742,14,1,0,1,14,0,1,14,1,14
v2_prod,1264091775090606,14,10,1,9,13,3,7,11,15,14
v2_prod,711681775065007,13,6,0,6,13,0,6,13,10,13
v2_prod,1507111775235100,14,7,1,6,13,1,6,13,10,14
v2_prod,1866681775327500,14,4,1,3,13,1,3,13,5,14
v2_prod,1213851776532188,13,2,0,2,13,0,2,13,2,13
v2_prod,1214051776285875,14,3,1,2,13,1,2,13,3,14
v2_prod,717021775158260,14,2,1,1,13,1,1,13,3,14
v2_prod,1829581776295174,14,2,1,1,13,2,0,12,2,14
v2_prod,1791371776318995,14,2,1,1,13,1,1,13,2,14
v2_prod,1866541775071553,12,6,0,6,12,0,6,12,8,12
v2_prod,1848421776311477,12,4,0,4,12,0,4,12,6,12
v2_prod,1790441776615164,13,4,1,3,12,1,3,12,4,13
v2_prod,1829681775068201,12,3,0,3,12,1,2,11,4,12
v2_prod,1808551776750965,12,2,0,2,12,0,2,12,3,12
v2_prod,715661775156715,14,3,2,1,12,2,1,12,4,14
v2_prod,1808721776569157,12,1,0,1,12,1,0,11,1,12
v2_prod,711861776294178,12,1,0,1,12,1,0,11,1,12
v2_prod,1847001776478976,12,1,0,1,12,1,0,11,1,12
v2_prod,1804461775623653,12,0,0,0,12,0,0,12,0,12
v2_prod,1211421776328950,14,12,3,9,11,4,8,10,14,14
v2_prod,1866731775035702,12,8,1,7,11,1,7,11,15,12
v2_prod,1867391775208367,12,6,1,5,11,1,5,11,8,12
v2_prod,1214341776315510,11,4,0,4,11,1,3,10,5,11
v2_prod,1214451776357406,12,4,1,3,11,1,3,11,4,12
v2_prod,1486491775224728,11,1,0,1,11,0,1,11,1,11
v2_prod,1866561775326013,12,2,1,1,11,1,1,11,3,12
v2_prod,1808781776313205,11,1,0,1,11,0,1,11,1,11
v2_prod,1592761776571334,10,6,0,6,10,1,5,9,7,10
v2_prod,1867051776943134,10,5,0,5,10,1,4,9,7,10
v2_prod,1829661775011192,10,5,0,5,10,0,5,10,5,10
v2_prod,1702061776423132,14,9,4,5,10,4,5,10,15,14
v2_prod,1808471775112521,10,3,0,3,10,0,3,10,4,10
v2_prod,1648921775061112,12,5,2,3,10,4,1,8,10,12
v2_prod,1866661776292944,10,3,0,3,10,0,3,10,4,10
v2_prod,1866491775073311,10,2,0,2,10,0,2,10,3,10
v2_prod,1716901776311831,10,2,0,2,10,0,2,10,3,10
v2_prod,1833701776385283,10,1,0,1,10,0,1,10,1,10
v2_prod,1792391776441788,11,2,1,1,10,1,1,10,2,11
v2_prod,1236121776574767,10,1,0,1,10,0,1,10,1,10
v2_prod,1791721775002233,10,0,0,0,10,0,0,10,0,10
v2_prod,1867051776959604,10,0,0,0,10,0,0,10,0,10
v2_prod,716151776523235,10,7,1,6,9,1,6,9,9,10
v2_prod,1808781775328672,10,6,1,5,9,2,4,8,8,10
v2_prod,1236121775057117,10,5,1,4,9,1,4,9,7,10
v2_prod,1270471775144100,10,5,1,4,9,1,4,9,6,10
v2_prod,1214161776646557,10,4,1,3,9,1,3,9,5,10
v2_prod,1480211775517727,9,2,0,2,9,0,2,9,3,9
v2_prod,1990551775238429,9,2,0,2,9,0,2,9,4,9
v2_prod,1829701775063483,9,1,0,1,9,1,0,8,1,9
v2_prod,1852761775245934,10,2,1,1,9,1,1,9,3,10
v2_prod,1829681776926859,10,2,1,1,9,1,1,9,2,10
v2_prod,1866651776294978,10,1,1,0,9,1,0,9,1,10
v2_prod,1509271775185680,10,1,1,0,9,1,0,9,1,10
v2_prod,1791901776290575,8,11,0,11,8,1,10,7,11,8
v2_prod,1867151775308350,8,9,0,9,8,3,6,5,14,8
v2_prod,1867511776524656,8,8,0,8,8,0,8,8,10,8
v2_prod,1821171775138762,9,9,1,8,8,1,8,8,15,9
v2_prod,712641776469659,8,6,0,6,8,1,5,7,6,8
v2_prod,1790541775095373,8,6,0,6,8,0,6,8,10,8
v2_prod,1264401775046523,11,8,3,5,8,3,5,8,14,11
v2_prod,717021775054869,10,7,2,5,8,2,5,8,10,10
v2_prod,1627131776431187,8,5,0,5,8,0,5,8,7,8
v2_prod,711601775342768,8,4,0,4,8,1,3,7,5,8
v2_prod,1213861775217469,10,6,2,4,8,2,4,8,9,10
v2_prod,1887721775047847,9,5,1,4,8,1,4,8,8,9
v2_prod,1236131775007199,8,4,0,4,8,2,2,6,5,8
v2_prod,716131776384657,8,4,0,4,8,0,4,8,4,8
v2_prod,1264401776323964,9,5,1,4,8,1,4,8,5,9
v2_prod,1792431776321074,8,4,0,4,8,0,4,8,5,8
v2_prod,1648871776901089,8,4,0,4,8,0,4,8,4,8
v2_prod,1066141775086247,8,3,0,3,8,1,2,7,5,8
v2_prod,1808601776349812,9,4,1,3,8,2,2,7,5,9
v2_prod,1866881776315349,8,3,0,3,8,0,3,8,3,8
v2_prod,716491776904420,8,2,0,2,8,0,2,8,2,8
v2_prod,711331775052409,8,2,0,2,8,1,1,7,3,8
v2_prod,1214341776300565,8,2,0,2,8,0,2,8,3,8
v2_prod,1848431776285949,8,2,0,2,8,0,2,8,2,8
v2_prod,1791341775045702,8,1,0,1,8,0,1,8,1,8
v2_prod,1867541776296278,8,1,0,1,8,0,1,8,1,8
v2_prod,1569091776668527,8,1,0,1,8,0,1,8,1,8
v2_prod,1480061776493298,9,2,1,1,8,1,1,8,2,9
v2_prod,1716901775074324,9,1,1,0,8,1,0,8,2,9
v2_prod,1486491776919925,8,0,0,0,8,0,0,8,0,8
v2_prod,1808931776299317,8,0,0,0,8,0,0,8,0,8
v2_prod,1792391776381419,8,0,0,0,8,0,0,8,0,8
v2_prod,716561775458958,11,14,4,10,7,5,9,6,20,11
v2_prod,1592541775299388,9,11,2,9,7,2,9,7,16,9
v2_prod,1867461776487856,8,7,1,6,7,2,5,6,7,8
v2_prod,1661441775121939,10,8,3,5,7,3,5,7,12,10
v2_prod,712521775220724,8,5,1,4,7,3,2,5,11,8
v2_prod,1569091776328406,7,4,0,4,7,0,4,7,5,7
v2_prod,1867421775069568,8,4,1,3,7,1,3,7,7,8
v2_prod,1791841775411744,8,4,1,3,7,2,2,6,5,8
v2_prod,1866881775144918,7,3,0,3,7,0,3,7,3,7
v2_prod,1867201775293591,8,3,1,2,7,2,1,6,3,8
v2_prod,715661775104863,8,3,1,2,7,1,2,7,3,8
v2_prod,1820971775041267,8,2,1,1,7,1,1,7,2,8
v2_prod,1791341775141544,8,1,1,0,7,1,0,7,1,8
v2_prod,712521775197524,6,6,0,6,6,1,5,5,11,6
v2_prod,1849501776958518,6,6,0,6,6,0,6,6,9,6
v2_prod,1804581776353615,6,6,0,6,6,0,6,6,7,6
v2_prod,1593491775098280,6,6,0,6,6,0,6,6,13,6
v2_prod,1866471776284137,6,5,0,5,6,0,5,6,7,6
v2_prod,1829621775037227,6,5,0,5,6,1,4,5,8,6
v2_prod,1866611775119512,9,8,3,5,6,3,5,6,12,9
v2_prod,1867391775235817,6,4,0,4,6,0,4,6,5,6
v2_prod,711681775085427,8,6,2,4,6,3,3,5,7,8
v2_prod,1250361775157420,6,4,0,4,6,0,4,6,5,6
v2_prod,1829581775081090,7,5,1,4,6,1,4,6,6,7
v2_prod,1618671775021611,6,4,0,4,6,0,4,6,6,6
v2_prod,1649021776448461,6,4,0,4,6,1,3,5,5,6
v2_prod,716821775367857,8,6,2,4,6,2,4,6,8,8
v2_prod,1829681775005592,6,3,0,3,6,0,3,6,3,6
v2_prod,1791731775244488,6,3,0,3,6,0,3,6,4,6
v2_prod,1507111775186314,6,3,0,3,6,0,3,6,3,6
v2_prod,1848421775056295,6,2,0,2,6,0,2,6,3,6
v2_prod,1867051775128760,6,2,0,2,6,0,2,6,3,6
v2_prod,1264401775100681,6,2,0,2,6,0,2,6,2,6
v2_prod,1661621776335075,6,2,0,2,6,0,2,6,2,6
v2_prod,1867201776313400,6,2,0,2,6,0,2,6,2,6
v2_prod,1649011776302020,6,2,0,2,6,0,2,6,2,6
v2_prod,1821221775166354,6,2,0,2,6,0,2,6,3,6
v2_prod,1808881776328461,6,2,0,2,6,0,2,6,4,6
v2_prod,1719811776620245,6,2,0,2,6,0,2,6,3,6
v2_prod,1592541775446049,6,1,0,1,6,0,1,6,1,6
v2_prod,1833821775157343,6,1,0,1,6,0,1,6,1,6
v2_prod,1793131776315488,6,1,0,1,6,0,1,6,2,6
v2_prod,1829631776921471,6,1,0,1,6,0,1,6,1,6
v2_prod,1211421775239255,6,0,0,0,6,0,0,6,0,6
v2_prod,1867501775095743,6,0,0,0,6,0,0,6,0,6
v2_prod,1821061775370598,7,1,1,0,6,1,0,6,2,7
v2_prod,717041775224857,6,0,0,0,6,0,0,6,0,6
v2_prod,1866701776333527,6,0,0,0,6,0,0,6,0,6
v2_prod,1213961776695943,6,0,0,0,6,0,0,6,0,6
v2_prod,1808601776572355,6,0,0,0,6,0,0,6,0,6
v2_prod,1214401775064153,6,11,1,10,5,2,9,4,17,6
v2_prod,1702061775058497,6,11,1,10,5,2,9,4,17,6
v2_prod,1263951776395748,6,10,1,9,5,1,9,5,12,6
v2_prod,1866731775097484,8,11,3,8,5,4,7,4,18,8
v2_prod,1526701775098261,6,8,1,7,5,1,7,5,13,6
v2_prod,1648901775015502,6,7,1,6,5,3,4,3,11,6
v2_prod,1808481775232413,6,6,1,5,5,1,5,5,11,6
v2_prod,1821171775078308,6,6,1,5,5,1,5,5,11,6
v2_prod,1582201775041620,6,5,1,4,5,1,4,5,7,6
v2_prod,1866471775409751,7,6,2,4,5,3,3,4,10,7
v2_prod,716131775294644,6,5,1,4,5,2,3,4,6,6
v2_prod,1808801775184559,7,6,2,4,5,3,3,4,10,7
v2_prod,1270471775074005,6,5,1,4,5,1,4,5,7,6
v2_prod,1236121775769714,6,5,1,4,5,1,4,5,6,6
v2_prod,1821041775005781,6,4,1,3,5,1,3,5,5,6
v2_prod,1866661775141683,5,3,0,3,5,0,3,5,4,5
v2_prod,1867121775058989,6,4,1,3,5,2,2,4,5,6
v2_prod,716651775081460,6,3,1,2,5,1,2,5,3,6
v2_prod,711601775089573,6,3,1,2,5,1,2,5,4,6
v2_prod,1866411775023282,6,3,1,2,5,1,2,5,3,6
v2_prod,1821101775133165,6,3,1,2,5,1,2,5,6,6
v2_prod,1582201776728707,6,3,1,2,5,1,2,5,4,6
v2_prod,1821211775164687,6,2,1,1,5,1,1,5,2,6
v2_prod,1804591775055111,4,11,0,11,4,2,9,2,15,4
v2_prod,1867151775274275,4,10,0,10,4,1,9,3,16,4
v2_prod,1264001776343000,6,12,2,10,4,2,10,4,12,6
v2_prod,1236121775830984,4,9,0,9,4,1,8,3,13,4
v2_prod,1867171775176184,5,10,1,9,4,1,9,4,13,5
v2_prod,1808801775053266,5,8,1,7,4,1,7,4,17,5
v2_prod,1848421775142501,6,9,2,7,4,2,7,4,16,6
v2_prod,1592541775399840,4,7,0,7,4,0,7,4,14,4
v2_prod,1791321775188320,5,8,1,7,4,1,7,4,11,5
v2_prod,1820981775155332,4,6,0,6,4,1,5,3,9,4
v2_prod,1849501775222144,4,6,0,6,4,0,6,4,9,4
v2_prod,716681776618383,4,6,0,6,4,0,6,4,6,4
v2_prod,1648861776897837,4,6,0,6,4,0,6,4,7,4
v2_prod,1888031775154007,4,5,0,5,4,0,5,4,7,4
v2_prod,1066141775039867,4,5,0,5,4,3,2,1,7,4
v2_prod,1790511776952209,4,5,0,5,4,0,5,4,6,4
v2_prod,1808471775015102,5,6,1,5,4,1,5,4,11,5
v2_prod,1214191776808863,4,5,0,5,4,1,4,3,5,4
v2_prod,1866861775076981,4,4,0,4,4,0,4,4,6,4
v2_prod,1792391775109198,4,4,0,4,4,0,4,4,8,4
v2_prod,716511776879567,6,6,2,4,4,2,4,4,6,6
v2_prod,1866661775168152,5,5,1,4,4,1,4,4,8,5
v2_prod,1847001775092025,4,4,0,4,4,0,4,4,6,4
v2_prod,1829661776460120,4,4,0,4,4,0,4,4,7,4
v2_prod,1752451775143264,4,4,0,4,4,1,3,3,4,4
v2_prod,1661531776393114,5,5,1,4,4,1,4,4,7,5
v2_prod,716491776325176,4,4,0,4,4,0,4,4,4,4
v2_prod,1820971775064128,4,3,0,3,4,0,3,4,6,4
v2_prod,1848401775127722,4,3,0,3,4,0,3,4,6,4
v2_prod,966681775068431,4,3,0,3,4,0,3,4,4,4
v2_prod,1264281775006966,6,5,2,3,4,2,3,4,9,6
v2_prod,1052571775111218,4,3,0,3,4,1,2,3,4,4
v2_prod,1245811775015664,4,3,0,3,4,0,3,4,4,4
v2_prod,1719051776917842,4,3,0,3,4,0,3,4,3,4
v2_prod,1592761776616929,4,3,0,3,4,0,3,4,3,4
v2_prod,715731776550555,4,3,0,3,4,0,3,4,3,4
v2_prod,1866861775119791,4,2,0,2,4,0,2,4,2,4
v2_prod,1790511776560356,4,2,0,2,4,0,2,4,2,4
v2_prod,1852761776663773,4,2,0,2,4,0,2,4,2,4
v2_prod,1866471776303123,4,2,0,2,4,0,2,4,2,4
v2_prod,1821221776505192,4,2,0,2,4,0,2,4,2,4
v2_prod,1582231776464240,4,2,0,2,4,0,2,4,2,4
v2_prod,1648911775267563,4,1,0,1,4,0,1,4,1,4
v2_prod,1866411775610332,4,1,0,1,4,0,1,4,1,4
v2_prod,1804591775154678,4,1,0,1,4,0,1,4,1,4
v2_prod,1866611775027769,4,1,0,1,4,1,0,3,1,4
v2_prod,716821775035356,5,2,1,1,4,1,1,4,4,5
v2_prod,1829681775109517,4,1,0,1,4,0,1,4,2,4
v2_prod,1808751776780443,5,2,1,1,4,1,1,4,2,5
v2_prod,1509271776298576,4,1,0,1,4,0,1,4,1,4
v2_prod,716741775357021,5,2,1,1,4,1,1,4,2,5
v2_prod,1821061776287322,4,1,0,1,4,0,1,4,1,4
v2_prod,1866791776958655,4,1,0,1,4,0,1,4,1,4
v2_prod,1661491776324361,4,0,0,0,4,0,0,4,0,4
v2_prod,1820971775110886,4,0,0,0,4,0,0,4,0,4
v2_prod,1582231775543731,4,0,0,0,4,0,0,4,0,4
v2_prod,1790541776373031,4,0,0,0,4,0,0,4,0,4
v2_prod,1867511775162824,5,1,1,0,4,1,0,4,1,5
v2_prod,1236121775084375,4,0,0,0,4,0,0,4,0,4
v2_prod,1791871775033743,4,0,0,0,4,0,0,4,0,4
v2_prod,1214211775145907,4,0,0,0,4,0,0,4,0,4
v2_prod,1808931776355927,4,0,0,0,4,0,0,4,0,4
v2_prod,1867151775185070,5,17,2,15,3,3,14,2,29,5
v2_prod,1790471775119776,4,12,1,11,3,1,11,3,18,4
v2_prod,1245811775086706,4,8,1,7,3,1,7,3,16,4
v2_prod,1486491775314441,4,7,1,6,3,1,6,3,9,4
v2_prod,1867421775047983,4,7,1,6,3,1,6,3,9,4
v2_prod,716681776542382,4,7,1,6,3,1,6,3,10,4
v2_prod,1791841776526877,4,6,1,5,3,1,5,3,7,4
v2_prod,1866851775062800,4,5,1,4,3,1,4,3,5,4
v2_prod,1278961775037478,4,5,1,4,3,1,4,3,7,4
v2_prod,712571775055448,4,4,1,3,3,1,3,3,8,4
v2_prod,1821231775067465,4,4,1,3,3,2,2,2,8,4
v2_prod,1648871775322408,4,4,1,3,3,1,3,3,6,4
v2_prod,716761775049801,4,4,1,3,3,1,3,3,8,4
v2_prod,1829681775045981,6,6,3,3,3,3,3,3,8,6
v2_prod,1661621775158213,4,4,1,3,3,1,3,3,4,4
v2_prod,1213891775060917,4,4,1,3,3,1,3,3,5,4
v2_prod,1480091775247591,4,4,1,3,3,1,3,3,10,4
v2_prod,1808741775103101,6,5,3,2,3,3,2,3,7,6
v2_prod,1808601775210259,4,3,1,2,3,1,2,3,6,4
v2_prod,717081775342196,4,3,1,2,3,1,2,3,5,4
v2_prod,1264291775172775,4,3,1,2,3,1,2,3,4,4
v2_prod,1867461776293403,4,3,1,2,3,1,2,3,5,4
v2_prod,1866991775055199,4,2,1,1,3,1,1,3,2,4
v2_prod,1486491775252958,4,2,1,1,3,1,1,3,3,4
v2_prod,1250361775098312,4,2,1,1,3,1,1,3,4,4
v2_prod,716971775198881,4,2,1,1,3,1,1,3,3,4
v2_prod,717131775297221,4,2,1,1,3,1,1,3,4,4
v2_prod,1791681776289076,6,3,3,0,3,3,0,3,4,6
v2_prod,1790381775157640,2,17,0,17,2,0,17,2,21,2
v2_prod,1213811775057001,2,12,0,12,2,0,12,2,20,2
v2_prod,716511775531224,2,11,0,11,2,0,11,2,16,2
v2_prod,1245811776333528,3,11,1,10,2,1,10,2,13,3
v2_prod,1790351775273792,2,9,0,9,2,0,9,2,13,2
v2_prod,716721775048243,3,9,1,8,2,2,7,1,14,3
v2_prod,711331775099796,2,8,0,8,2,0,8,2,12,2
v2_prod,717021775128218,2,6,0,6,2,0,6,2,8,2
v2_prod,1661621775174220,2,6,0,6,2,0,6,2,8,2
v2_prod,1804581775066483,2,6,0,6,2,1,5,1,8,2
v2_prod,1808801775077476,3,7,1,6,2,1,6,2,10,3
v2_prod,716291775508813,2,6,0,6,2,0,6,2,8,2
v2_prod,1661491775292478,2,6,0,6,2,0,6,2,7,2
v2_prod,1866741775041537,2,6,0,6,2,0,6,2,7,2
v2_prod,1867531776567943,2,6,0,6,2,0,6,2,8,2
v2_prod,1867511776385060,2,6,0,6,2,0,6,2,6,2
v2_prod,1526701775023627,2,5,0,5,2,1,4,1,10,2
v2_prod,1808601776370452,2,5,0,5,2,0,5,2,5,2
v2_prod,1480121775491525,2,5,0,5,2,0,5,2,9,2
v2_prod,1867201775180470,2,5,0,5,2,0,5,2,5,2
v2_prod,1593491776481385,2,5,0,5,2,1,4,1,8,2
v2_prod,1509291776301080,4,7,2,5,2,2,5,2,7,4
v2_prod,1791681775136380,3,6,1,5,2,2,4,1,6,3
v2_prod,1849501776351238,3,6,1,5,2,1,5,2,8,3
